customer_id,first_name,last_name,age,gender,country,city,registration_date,acquisition_channel,customer_segment,preferred_language
CUST006027,Amina,Jung,29.0,Male,United States,Bandung,2023-10-08,Partner Bundle (Telecom),Individual,Spanish
CUST003872,Navya,Meyer,32.0,Female,Japan,Tokyo,2023-07-21,Affiliate Partner,Corporate Bundle,English
CUST003403,Feng,Suzuki,51.0,Female,United Kingdom,Birmingham,2025-03-10,Paid Social,Individual,Portuguese
CUST000980,Lucas,Meyer,28.0,Female,Bharat,Chennai,2026-05-05,App Store,Family,English
CUST002656,Anika,Malik,15.0,Female,France,Marseille,2021-06-15,Organic Search,Individual,Portuguese
CUST001848,Henry,Zhang,23.0,Male,USA,Austin,2021-10-28,Paid Social,Individual,English
CUST007906,Jun,Alves,13.0,Female,France,Toulouse,2023-11-27,Affiliate Partner,Individual,German
CUST005472,Alfie,Petit,33.0,Female,United States,Los Angeles,2019-11-13,App Store,Individual,Tagalog
CUST004957,Alexander,Singh,26.0,Female,India,Delhi,2023-12-01,Organic Search,Family,Portuguese
CUST007888,Ananya,Choi,37.0,Female,Germany,Berlin,2020-12-08,Paid Social,Individual,Korean
CUST004777,Lucas,Bernard,32.0,Female,India,Delhi,2019-10-10,Referral,Individual,English
CUST001103,Zola,Zhao,25.0,Male,France,Lyon,2022-12-26,Paid Social,Corporate Bundle,Spanish
CUST003277,Aisha,Takahashi,13.0,Male,Philippines,Cebu City,2019-03-12,Email Campaign,Family,English
CUST004886,Hina,Suzuki,33.0,Male,United Kingdom,Glasgow,2023-05-28,Paid Social,Individual,German
CUST006720,Layla,Mwangi,13.0,Female,Japan,Tokyo,2021-08-27,Organic Search,Individual,French
CUST005611,Salma,Jang,44.0,Male,France,Toulouse,2019-06-02,Paid Social,Individual,Japanese
CUST003997,Andrew,Rodriguez,24.0,Female,United States,Chicago,2024-06-04,Referral,Individual,Japanese
CUST000195,Tao,Suzuki,39.0,Female,united states,Los Angeles,2023-07-20,Referral,Student,Korean
CUST000644,Alexander,Brown,34.0,Male,United States,Davao City,2023-05-17,Organic Search,Family,English
CUST003286,Valentina,Schneider,26.0,Male,India,Kolkata,2020-12-15,Organic Search,Individual,Korean
CUST003117,John,Jang,22.0,Male,United States,Miami,2021-05-26,Organic Search,Individual,Hindi
CUST003576,Nia,Malik,34.0,Female,Philippines,Austin,2019-04-28,Direct,Family,Spanish
CUST006603,Aadhya,Silva,34.0,Male,India,Hyderabad,2023-06-30,App Store,Individual,German
CUST002208,Carlos,Leroy,33.0,Male,Spain,Seville,2020-05-08,Affiliate Partner,Family,English
CUST003719,Hao,Laurent,32.0,Male,Spain,Seville,2022-03-23,Paid Social,Family,French
CUST000973,Arjun,Chowdhury,31.0,Female,Indonesia,Surabaya,2021-06-19,Email Campaign,Individual,English
CUST000720,Vivaan,Dubois,56.0,Female,India,Austin,2019-07-03,App Store,Individual,Hindi
CUST007206,Ethan,Singh,29.0,Male,India,Austin,2026-04-19,App Store,Individual,English
CUST003897,Diya,Khan,23.0,Male,United States,Los Angeles,2025-12-04,Email Campaign,Individual,Korean
CUST002804,Matthew,Mwangi,21.0,Male,United States,Houston,2024-07-11,Organic Search,Student,English
CUST002567,Charlotte,Choi,52.0,Male,Germany,Munich,2024-03-08,Organic Search,Individual,French
CUST004026,Themba,Martinez,45.0,Female,Canada,Vancouver,2024-05-28,Direct,Family,Portuguese
CUST000033,Logan,Okonkwo,32.0,Female,United States,Seattle,2022-03-30,Email Campaign,Individual,Japanese
CUST006339,Harry,Pereira,26.0,Male,japan,Yokohama,2019-06-07,Organic Search,Individual,English
CUST004064,Mason,Kumar,35.0,Male,Philippines,Manila,2022-05-09,Affiliate Partner,Family,English
CUST006497,Jose,Baig,41.0,Female,Italy,Turin,2026-04-18,Direct,Individual,Hindi
CUST001698,Isabella,Santos,33.0,Female,United States,Austin,2021-12-02,Direct,Student,English
CUST002793,Sota,Oliveira,47.0,Female,Philippines,Cebu City,2019-01-07,Affiliate Partner,Individual,Hindi
CUST002223,Alexander,Zhao,21.0,Male,Canada,Ottawa,2024-12-18,Organic Search,Student,Tagalog
CUST003765,Khalid,Otieno,32.0,Male,India,Ahmedabad,2022-11-25,Organic Search,Individual,Japanese
CUST003867,Elizabeth,Baig,27.0,Female,United States,Kano,2026-03-02,Email Campaign,Student,English
CUST006194,Andrew,Wagner,32.0,Female,India,Mumbai,2020-01-08,App Store,Individual,English
CUST006484,Sarah,Zhao,25.0,Male,India,Bengaluru,2024-11-09,Paid Social,Family,Japanese
CUST004428,Zola,Muller,35.0,Male,India,Kolkata,2024-01-16,Partner Bundle (Telecom),Individual,Hindi
CUST004697,Charlotte,Hoffmann,44.0,Male,US,Austin,2020-11-05,Paid Social,Individual,Hindi
CUST003759,Charlotte,Miller,31.0,Female,India,Delhi,2020-02-20,Organic Search,Family,Hindi
CUST005669,Ava,Zhou,31.0,Female,India,Mumbai,2020-12-25,Direct,Individual,Hindi
CUST003228,Salma,Koch,44.0,Female,United States,Phoenix,2025-01-25,Paid Social,Family,French
CUST006563,Alejandro,Richard,25.0,Female,India,Hyderabad,2022-08-22,Paid Social,Individual,Portuguese
CUST003905,Salma,Takahashi,31.0,Male,NIGERIA,Kano,2019-04-13,Affiliate Partner,Individual,German
CUST002278,Hassan,Schneider,30.0,Female,Brazil,Fortaleza,2019-02-13,Partner Bundle (Telecom),Individual,Japanese
CUST006067,Miguel,Muller,49.0,Female,united states,Austin,2026-01-01,Referral,Corporate Bundle,Spanish
CUST001402,Yusuf,Abara,29.0,Male,Mexico,Puebla,2022-03-18,Affiliate Partner,Individual,Tagalog
CUST000740,Ahmed,Choi,50.0,Female,United Kingdom,London,2021-04-18,App Store,Individual,Japanese
CUST005736,Miguel,Patel,43.0,Female,India,Delhi,2020-05-11,App Store,Individual,Portuguese
CUST007317,Ming,Liu,26.0,Female,India,Bengaluru,2020-06-20,Paid Social,Individual,English
CUST006047,James,Pereira,15.0,Male,Mexico,Monterrey,2025-10-20,Referral,Individual,English
CUST005660,Sara,Rahman,15.0,Male,United States,New York,2023-05-29,Direct,Corporate Bundle,German
CUST005100,Omar,Kumar,38.0,Female,Germany,Frankfurt,2019-08-29,App Store,Corporate Bundle,Arabic
CUST004546,Luis,Ferreira,44.0,Female,United States,Phoenix,2025-11-20,Organic Search,Family,English
CUST000675,John,Gupta,24.0,Male,Nigeria,Ibadan,2019-10-13,Organic Search,Individual,Japanese
CUST004225,Linda,Diallo,32.0,Female,Mexico,Monterrey,2024-09-17,Email Campaign,Individual,Indonesian
CUST003842,Naledi,Iyer,35.0,Male,Indonesia,Jakarta,2019-03-02,Organic Search,Individual,English
CUST001816,Sora,Martin,37.0,Male,Germany,Berlin,2021-04-06,Organic Search,Individual,Hindi
CUST005608,Sai,Wu,23.0,Male,United States,Seattle,2021-06-28,Affiliate Partner,Individual,French
CUST007797,Zara,Durand,54.0,Male,United States,Berlin,2021-02-26,Organic Search,Individual,Indonesian
CUST006884,Alexander,Chen,24.0,Male,United States,Houston,2024-11-02,Organic Search,Individual,Tagalog
CUST004843,Nia,Rahman,32.0,Male,United States,Seattle,2022-05-07,Direct,Individual,Portuguese
CUST002101,Amina,Zhao,13.0,Male,United Kingdom,Leeds,2024-07-15,Affiliate Partner,Family,English
CUST006782,Oliver,Koch,48.0,Female,India,Kolkata,2022-07-27,Paid Social,Individual,Hindi
CUST002102,Hassan,Choi,39.0,Male,United States,Houston,2022-08-29,Partner Bundle (Telecom),Family,English
CUST004619,Sofia,Otieno,15.0,Female,India,Mumbai,2026-02-11,Organic Search,Individual,Indonesian
CUST001549,Barbara,Wu,29.0,Female,United States,Seattle,2025-05-29,App Store,Individual,German
CUST003324,Logan,Costa,35.0,Female,Italy,Rome,2026-02-08,Affiliate Partner,Individual,Hindi
CUST004811,Sami,Petit,30.0,Female,India,Ahmedabad,2021-03-16,App Store,Individual,English
CUST000356,Yuto,Silva,26.0,Female,Japan,Tokyo,2019-01-18,Organic Search,Individual,English
CUST001462,Riya,Jung,36.0,Male,Argentina,Buenos Aires,2019-02-16,Referral,Family,English
CUST007135,Ricardo,Brown,53.0,Female,Japan,Yokohama,2024-10-11,Referral,Family,English
CUST003221,Isabella,Meyer,32.0,Female,Germany,Hamburg,2020-01-16,Affiliate Partner,Student,Hindi
CUST005754,Riya,Patel,36.0,Male,INDIA,Delhi,2023-04-28,Organic Search,Corporate Bundle,Spanish
CUST005891,William,Li,32.0,Male,India,Mumbai,2019-03-08,Paid Social,Individual,Spanish
CUST001752,Paula,Abara,49.0,Male,Indonesia,Surabaya,2025-07-29,Referral,Family,French
CUST005287,Oliver,Dubois,31.0,Female,Philippines,Davao City,2022-09-27,App Store,Family,English
CUST005021,Paula,Hussain,24.0,Female,United Kingdom,Liverpool,2022-07-04,Organic Search,Corporate Bundle,Polish
CUST001773,Juan,Fischer,25.0,Male,United Kingdom,Manchester,2021-04-01,Organic Search,Family,Spanish
CUST001197,Mia,Takahashi,21.0,Female,Brazil,Austin,2024-03-25,Organic Search,Individual,English
CUST001879,Pari,Reddy,28.0,Male,South Africa,Johannesburg,2024-05-25,Email Campaign,Corporate Bundle,German
CUST002669,Omar,Sheikh,31.0,Male,Canada,Montreal,2023-10-02,Affiliate Partner,Individual,French
CUST002696,Hassan,Martin,13.0,Male,south africa,Johannesburg,2022-04-16,App Store,Corporate Bundle,English
CUST002017,Navya,Zhou,33.0,Male,Brazil,Brasilia,2023-06-14,Organic Search,Individual,German
CUST002006,Arjun,Brown,23.0,Female,south africa,Pretoria,2022-11-12,Referral,Family,German
CUST003894,Ava,Ito,27.0,Female,Italy,Turin,2025-01-24,App Store,Individual,English
CUST003238,Evelyn,Wang,31.0,Prefer not to say,United States,Miami,2023-06-11,Paid Social,Individual,Arabic
CUST002079,Linda,Kang,36.0,Male,United States,Houston,2021-07-01,Affiliate Partner,Corporate Bundle,Spanish
CUST000397,Charlotte,Schneider,31.0,Male,Poland,Krakow,2020-12-15,Email Campaign,Individual,Spanish
CUST002789,Zola,Otieno,26.0,Male,India,Mumbai,2022-04-21,Email Campaign,Family,Italian
CUST004959,Diego,Yang,21.0,Female,Indonesia,Bandung,2024-06-01,Affiliate Partner,Family,English
CUST004073,Jack,Lee,41.0,Male,United States,Phoenix,2023-06-13,App Store,Individual,English
CUST005654,Amara,Nair,23.0,Female,Mexico,Puebla,2019-02-04,Organic Search,Individual,English
CUST004795,Lei,Costa,47.0,Female,United States,Los Angeles,2022-02-22,App Store,Family,English
CUST001520,Tendai,Rodrigues,19.0,Male,United States,Seattle,2019-03-23,Direct,Individual,Spanish
CUST005403,Alejandro,Johnson,31.0,Male,Japan,Yokohama,2020-04-15,Referral,Individual,Indonesian
CUST001379,Yusuf,Davis,14.0,Female,United States,Pune,2023-10-06,Affiliate Partner,Student,English
CUST001024,Sami,Choi,32.0,Female,Brazil,Brasilia,2024-02-08,App Store,Corporate Bundle,Korean
CUST002588,Sai,Garcia,46.0,Female,India,Ahmedabad,2022-09-30,Paid Social,Individual,Korean
CUST005049,Ahmed,Martin,27.0,Female,Poland,Krakow,2021-02-18,Affiliate Partner,Individual,English
CUST002858,Sota,Qureshi,13.0,Other,United States,New York,2019-12-07,Organic Search,Corporate Bundle,English
CUST005486,Tendai,Watanabe,26.0,Male,India,Ahmedabad,2023-08-25,Affiliate Partner,Individual,English
CUST001630,Riku,Cho,2.0,Female,South Korea,Seoul,2022-09-25,Paid Social,Student,English
CUST003524,Mohammed,Okonkwo,32.0,Female,Brazil,Fortaleza,2025-01-03,Organic Search,Individual,English
CUST005141,Mason,Almeida,32.0,Male,India,Pune,2019-04-07,Paid Social,Family,English
CUST003608,Henry,Otieno,47.0,Prefer not to say,United States,New York,2022-11-21,Organic Search,Individual,Spanish
CUST007299,Matthew,Chen,34.0,Male,United States,Kano,2021-12-23,Partner Bundle (Telecom),Corporate Bundle,English
CUST000235,Jun,Weber,44.0,Male,Italy,Turin,2025-10-16,Affiliate Partner,Individual,Hindi
CUST005124,Diya,Mwangi,38.0,Female,United States,Los Angeles,2022-02-15,Referral,Corporate Bundle,Japanese
CUST003797,Leo,Dubois,21.0,Female,United Kingdom,Leeds,2020-03-05,Paid Social,Individual,Korean
CUST004119,Pari,Chen,32.0,Female,Japan,Osaka,2021-03-16,App Store,Individual,French
CUST003801,Maya,Huang,28.0,Male,Canada,Calgary,2025-08-23,Affiliate Partner,Individual,French
CUST005553,Amara,Meyer,32.0,Other,France,Lyon,2020-01-30,Paid Social,Family,German
CUST005934,Qiang,Saito,18.0,Other,Philippines,Manila,2019-12-03,Partner Bundle (Telecom),Individual,English
CUST001949,Riku,Rahman,24.0,Male,India,Kolkata,2021-06-10,Partner Bundle (Telecom),Student,English
CUST007153,Ricardo,Tanaka,32.0,Female,Australia,Sydney,2020-02-16,Organic Search,Student,English
CUST004991,Jian,Nakamura,32.0,Male,ZA,Johannesburg,2022-06-01,Email Campaign,Individual,English
CUST003493,Anika,Jang,13.0,Male,poland,Wroclaw,2026-02-20,Paid Social,Individual,English
CUST002672,Diya,Huang,39.0,Female,India,Bengaluru,2021-05-02,Email Campaign,Student,Portuguese
CUST006702,Andrew,Lim,33.0,Female,Japan,Tokyo,2023-12-03,Paid Social,Individual,Korean
CUST002225,Elena,Ahmed,54.0,Male,Canada,Toronto,2019-05-18,Email Campaign,Individual,English
CUST001107,Alfie,Baig,32.0,Male,United States,Miami,2022-09-22,Affiliate Partner,Individual,Portuguese
CUST006637,Layla,Alves,25.0,Female,India,Austin,2021-07-21,Email Campaign,Corporate Bundle,Spanish
CUST000819,Sami,Hussain,26.0,Male,Canada,Calgary,2024-07-01,App Store,Individual,English
CUST006274,Ricardo,Leroy,20.0,Male,U.K.,London,2019-09-09,Referral,Student,English
CUST007306,Ali,Rodrigues,26.0,Female,japan,Osaka,2023-09-16,App Store,Family,English
CUST007144,Tariq,Schmidt,33.0,Prefer not to say,argentina,Rosario,2026-02-14,App Store,Family,Arabic
CUST000889,Alejandro,Otieno,33.0,Male,Brazil,Sao Paulo,2020-04-05,Paid Social,Individual,French
CUST002438,Elena,Yoon,30.0,Female,India,Austin,2021-06-30,Paid Social,Corporate Bundle,English
CUST000818,Noah,Singh,29.0,Male,United States,Chicago,2020-06-21,App Store,Individual,English
CUST003415,Hao,Wu,16.0,Female,United States,Austin,2019-07-20,Organic Search,Individual,Indonesian
CUST002342,Fernando,Robert,16.0,Male,INDONESIA,Surabaya,2022-10-09,Organic Search,Individual,Spanish
CUST006613,Themba,Sheikh,47.0,Male,India,Austin,2020-07-04,Direct,Individual,Arabic
CUST003168,Mohammed,Singh,39.0,Female,France,Toulouse,2024-08-06,Organic Search,Individual,Japanese
CUST005953,Oliver,Moreau,20.0,Male,US,Chicago,2019-11-08,Organic Search,Individual,Japanese
CUST007218,Aditya,Santos,45.0,Male,Mexico,Guadalajara,2021-02-18,Organic Search,Family,English
CUST001265,Ricardo,Muller,30.0,Male,USA,Austin,2019-01-11,Direct,Individual,Hindi
CUST007427,Vivaan,Silva,23.0,Female,Germany,Hamburg,2020-05-09,Organic Search,Individual,English
CUST005814,Myra,Durand,39.0,Male,Germany,Frankfurt,2021-06-27,App Store,Family,English
CUST005675,Luis,Oliveira,36.0,Male,United States,Chicago,2019-01-07,Paid Social,Family,English
CUST001229,Omar,Martinez,37.0,Male,United Kingdom,Leeds,2023-11-06,Paid Social,Family,English
CUST004819,Nia,Ahmed,30.0,Female,United States,Chicago,2025-08-23,Paid Social,Individual,French
CUST000053,Olivia,Chowdhury,45.0,Female,Canada,Montreal,2019-01-21,Direct,Individual,English
CUST004849,Kofi,Schneider,13.0,Female,Canada,Vancouver,2025-06-20,Organic Search,Individual,Portuguese
CUST005690,Oliver,Kim,47.0,Male,United States,Los Angeles,2021-06-20,Referral,Individual,Spanish
CUST000160,Sakura,Robert,31.0,Male,USA,Chicago,2025-06-15,Email Campaign,Individual,English
CUST004988,Alfie,Davis,37.0,Male,India,Ahmedabad,2024-04-13,Direct,Individual,Indonesian
CUST001588,Feng,Patel,31.0,Male,United Kingdom,Leeds,2019-01-19,Partner Bundle (Telecom),Student,Arabic
CUST001590,Emma,Kang,32.0,Male,Germany,Frankfurt,2021-03-04,Direct,Individual,Portuguese
CUST004603,Anika,Huang,35.0,Female,South Korea,Incheon,2023-04-27,Paid Social,Family,Spanish
CUST004376,Ahmed,Huang,21.0,Male,India,Mumbai,2025-12-25,Affiliate Partner,Individual,English
CUST005494,Mohammed,Li,38.0,Male,United States,Miami,2022-08-28,Referral,Family,Arabic
CUST003859,Hina,Garcia,39.0,Male,United States,Austin,2025-12-22,Organic Search,Family,Japanese
CUST004440,Kiara,Choi,32.0,Male,AU,Sydney,2024-04-28,Organic Search,Individual,English
CUST002829,Evelyn,Huang,20.0,Male,AU,Perth,2022-09-09,Email Campaign,Student,Portuguese
CUST000437,Tao,Moreau,21.0,Female,Poland,Warsaw,2025-05-15,Referral,Student,German
CUST005381,Ricardo,Gupta,13.0,Female,United Kingdom,Manchester,2023-10-18,Organic Search,Individual,English
CUST003879,Karen,Takahashi,36.0,Female,INDIA,Pune,2025-07-29,Paid Social,Family,Portuguese
CUST001589,Mia,Okonkwo,28.0,Female,Australia,Perth,2023-01-16,App Store,Family,English
CUST002781,Harry,Khan,23.0,Female,Nigeria,Abuja,2021-03-20,Organic Search,Family,French
CUST007948,Fatima,Hoffmann,57.0,Female,France,Marseille,2022-01-10,Organic Search,Individual,English
CUST005941,Fatima,Ali,13.0,Female,Brazil,Austin,2021-08-20,Affiliate Partner,Individual,Korean
CUST005927,Patricia,Laurent,24.0,Female,United States,Abuja,2025-10-23,Paid Social,Family,English
CUST000974,Miguel,Takahashi,33.0,Female,United States,Berlin,2022-11-24,Email Campaign,Individual,Portuguese
CUST001239,Vivaan,Williams,43.0,Female,Mexico,Mexico City,2019-12-08,Affiliate Partner,Student,Hindi
CUST002952,Nia,Okonkwo,19.0,Male,United States,Seattle,2019-02-11,App Store,Corporate Bundle,English
CUST002343,Anika,Sheikh,49.0,Female,Japan,Osaka,2024-01-17,App Store,Family,Hindi
CUST004841,Fernando,Becker,21.0,Male,Japan,Osaka,2020-12-13,Paid Social,Family,English
CUST006876,Ming,Iyer,54.0,Female,United States,Austin,2022-10-11,Paid Social,Individual,Spanish
CUST001498,Karen,Robert,23.0,Female,Australia,Melbourne,2025-08-31,Affiliate Partner,Individual,Korean
CUST004258,Karen,Takahashi,47.0,Male,Indonesia,Surabaya,2025-10-28,App Store,Student,German
CUST002423,George,Durand,30.0,Female,US,Phoenix,2021-06-30,Affiliate Partner,Family,English
CUST007146,Oliver,Fischer,26.0,Female,United States,Phoenix,2026-05-20,Direct,Individual,English
CUST006779,Ricardo,Garcia,32.0,Male,Canada,Vancouver,2024-03-19,Email Campaign,Individual,English
CUST007438,Sami,Souza,59.0,Male,United States,Berlin,2022-03-11,Direct,Corporate Bundle,Arabic
CUST002093,Emma,Hoffmann,32.0,Male,India,Kolkata,2023-07-22,App Store,Individual,Spanish
CUST002016,Chidi,Adeyemi,36.0,Female,South Korea,Seoul,2019-08-23,Organic Search,Family,Arabic
CUST006660,Jennifer,Smith,28.0,Female,United States,Seattle,2022-12-19,Organic Search,Individual,French
CUST005875,Diego,Kumar,31.0,Female,india,Chennai,2024-01-15,Paid Social,Individual,Tagalog
CUST000188,Reyansh,Okonkwo,28.0,Female,Australia,Sydney,2022-08-02,Email Campaign,Individual,Spanish
CUST004555,Aditya,Jones,19.0,Female,Germany,Munich,2025-01-06,Partner Bundle (Telecom),Family,English
CUST003656,Anika,Ahmed,30.0,Male,UK,Manchester,2026-01-21,Paid Social,Individual,Italian
CUST003427,Navya,Souza,43.0,Male,Brazil,Rio de Janeiro,2026-05-01,Direct,Family,Hindi
CUST005473,Harry,Schmidt,32.0,Female,United States,Seattle,2020-12-17,Paid Social,Family,German
CUST001382,David,Koch,50.0,Male,United States,Austin,2021-12-25,Affiliate Partner,Family,Hindi
CUST004933,Omar,Ferreira,34.0,Female,US,New York,2020-03-07,Organic Search,Individual,English
CUST000414,Daniel,Rodriguez,50.0,Male,india,Ahmedabad,2020-09-21,Direct,Individual,English
CUST003337,Fernando,Hussain,46.0,Male,Mexico,Puebla,2019-04-06,Referral,Individual,Hindi
CUST003607,Ethan,Okonkwo,29.0,Male,United States,Krakow,2019-11-25,Paid Social,Individual,Tagalog
CUST007546,Huda,Moreau,41.0,Male,France,Toulouse,2025-07-18,Organic Search,Individual,Portuguese
CUST006903,Haruto,Adeyemi,31.0,Male,United States,Miami,2022-08-01,Paid Social,Family,Korean
CUST005150,Oliver,Martin,43.0,Female,United States,Chicago,2024-01-25,Affiliate Partner,Individual,English
CUST000257,Sakura,Muller,38.0,Male,Japan,Osaka,2021-01-27,App Store,Family,English
CUST004875,Khalid,Iyer,37.0,Male,Poland,Warsaw,2025-06-08,Affiliate Partner,Student,English
CUST007891,Diego,Dubois,37.0,Female,India,Pune,2019-09-09,Paid Social,Individual,Hindi
CUST002236,Sami,Mensah,32.0,Male,BRAZIL,Fortaleza,2022-05-16,Email Campaign,Individual,German
CUST001768,Oliver,Muller,36.0,Other,United Kingdom,Manchester,2020-10-30,Organic Search,Individual,English
CUST004237,Huda,Martinez,24.0,Male,Spain,Austin,2022-04-23,Paid Social,Individual,English
CUST005762,Liam,Park,41.0,Female,Philippines,Cebu City,2023-11-03,Paid Social,Individual,English
CUST001573,Jacob,Bernard,33.0,Male,United Kingdom,Liverpool,2022-10-26,App Store,Individual,English
CUST000025,Alejandro,Nakamura,24.0,Male,Germany,Cologne,2025-09-04,Email Campaign,Individual,German
CUST006367,Tendai,Jones,45.0,Other,United Kingdom,London,2025-08-15,Organic Search,Corporate Bundle,English
CUST001089,Yuto,Ito,23.0,Male,United Kingdom,London,2023-05-12,Direct,Individual,German
CUST002695,Michael,Reddy,16.0,Female,south korea,Incheon,2019-12-14,Paid Social,Individual,English
CUST005481,Oscar,Souza,22.0,Male,FR,Marseille,2020-06-20,Paid Social,Individual,Korean
CUST003399,Luis,Ito,37.0,Other,India,Delhi,2024-10-17,Organic Search,Family,Hindi
CUST003560,Olivia,Costa,30.0,Female,south africa,Johannesburg,2023-08-13,Paid Social,Student,German
CUST007260,Barbara,Jones,18.0,Female,South Africa,Cape Town,2019-06-11,Email Campaign,Individual,Arabic
CUST002842,George,Sharma,32.0,Female,Spain,Madrid,2019-10-01,Referral,Student,English
CUST002312,Chidi,Brown,26.0,Female,United States,Miami,2019-08-25,Email Campaign,Family,Spanish
CUST005604,Khalid,Sheikh,36.0,Female,India,Bengaluru,2026-01-01,Organic Search,Individual,English
CUST007646,Aditya,Saito,32.0,Male,United Kingdom,Leeds,2026-02-22,Paid Social,Individual,Hindi
CUST004153,Tendai,Durand,33.0,Male,India,Ahmedabad,2022-08-05,Direct,Individual,Arabic
CUST001310,Yusuf,Lee,42.0,Female,India,Ahmedabad,2023-07-16,Direct,Individual,English
CUST000696,Jose,Wagner,37.0,Female,United States,Miami,2019-09-12,Email Campaign,Family,Spanish
CUST006466,Daniela,Suzuki,38.0,Male,India,Hyderabad,2021-11-03,App Store,Family,Spanish
CUST001228,Valentina,Diallo,41.0,Male,Canada,Ottawa,2020-01-22,App Store,Individual,English
CUST002000,Rania,Suzuki,36.0,Male,South Korea,Incheon,2019-07-28,Paid Social,Student,Hindi
CUST000277,Mariana,Kang,25.0,Female,India,Chennai,2023-07-09,Organic Search,Individual,English
CUST004652,Aadhya,Mwangi,23.0,Male,ZA,Cape Town,2026-01-08,Referral,Family,Hindi
CUST004694,Aadhya,Muller,26.0,Female,United States,Perth,2024-10-05,Organic Search,Corporate Bundle,English
CUST006383,Tariq,Lim,24.0,Male,United States,Los Angeles,2026-05-27,Paid Social,Individual,Arabic
CUST007156,Andrew,Gupta,29.0,Male,Brazil,Austin,2019-08-17,App Store,Family,English
CUST005455,Anika,Hussain,38.0,Male,Nigeria,Abuja,2026-02-20,Partner Bundle (Telecom),Individual,German
CUST007584,Jian,Martinez,41.0,Male,South Africa,Durban,2022-06-23,Direct,Family,English
CUST006598,Emma,Robert,32.0,Male,Australia,Melbourne,2019-09-16,Paid Social,Individual,English
CUST002768,James,Ahmed,28.0,Male,United States,Manila,2025-04-27,Organic Search,Corporate Bundle,Arabic
CUST005404,Fernando,Weber,44.0,Female,United States,Miami,2021-03-23,Affiliate Partner,Student,Polish
CUST007577,Daniela,Moreau,32.0,Female,Argentina,Rosario,2023-12-06,Organic Search,Individual,Indonesian
CUST000943,Sota,Laurent,34.0,Female,Germany,Munich,2021-11-10,Referral,Family,English
CUST006489,Jessica,Leroy,32.0,Female,United Kingdom,Liverpool,2019-12-02,Paid Social,Individual,Hindi
CUST003936,Hassan,Zhang,40.0,Male,Brazil,Sao Paulo,2019-12-03,Affiliate Partner,Family,Arabic
CUST002385,James,Zhao,13.0,Female,India,Austin,2019-07-08,Paid Social,Individual,French
CUST000116,Salma,Petit,34.0,Female,France,Paris,2019-04-13,Organic Search,Individual,Spanish
CUST006652,Sora,Abara,41.0,Male,Poland,Krakow,2020-01-12,Organic Search,Individual,English
CUST001479,Camila,Martin,24.0,Other,South Korea,Busan,2019-11-05,App Store,Family,French
CUST003120,Themba,Dubois,42.0,Female,U.S.A,Seattle,2023-09-30,Partner Bundle (Telecom),Individual,English
CUST004259,Naledi,Tanaka,25.0,Female,United Kingdom,Leeds,2023-09-07,Referral,Individual,English
CUST007468,Jun,Robert,28.0,Female,Mexico,Guadalajara,2019-01-27,Organic Search,Family,Hindi
CUST007169,Daniela,Verma,32.0,Female,United States,Bandung,2023-01-28,Organic Search,Individual,English
CUST002820,Tendai,Garcia,58.0,Female,United States,Miami,2022-04-18,Paid Social,Family,English
CUST003823,Linda,Rahman,46.0,Male,United States,Austin,2025-08-27,Organic Search,Individual,English
CUST006703,Aditya,Reddy,41.0,Male,Poland,Wroclaw,2022-12-14,Affiliate Partner,Family,Japanese
CUST006456,Amelia,Ito,13.0,Male,India,Ahmedabad,2021-02-10,Referral,Individual,English
CUST003803,Ethan,Becker,32.0,Female,Japan,Tokyo,2025-08-12,Paid Social,Individual,English
CUST003537,Daniela,Schmidt,38.0,Male,Japan,Tokyo,2023-01-14,Affiliate Partner,Family,Japanese
CUST003826,Miguel,Wu,44.0,Male,Germany,Cologne,2019-09-10,Affiliate Partner,Individual,Spanish
CUST006069,Vivaan,Schneider,35.0,Male,South Africa,Johannesburg,2025-01-22,Paid Social,Family,Japanese
CUST001947,Sakura,Sato,36.0,Female,United States,Austin,2019-02-20,Affiliate Partner,Individual,Portuguese
CUST004731,Logan,Santos,52.0,Male,United States,Austin,2021-01-24,Organic Search,Corporate Bundle,Japanese
CUST003489,Ishaan,Martin,54.0,Female,South Korea,Busan,2023-07-01,App Store,Individual,Portuguese
CUST001611,Aoi,Johnson,27.0,Female,Poland,Krakow,2020-02-24,Affiliate Partner,Individual,Hindi
CUST006256,Oliver,Yamamoto,13.0,Male,philippines,Cebu City,2026-04-08,Partner Bundle (Telecom),Corporate Bundle,German
CUST002195,Amina,Rodriguez,36.0,Male,Nigeria,Abuja,2020-09-04,Paid Social,Individual,Arabic
CUST005373,Yusuf,Schneider,32.0,Female,India,Chennai,2024-09-26,Paid Social,Individual,English
CUST000558,Hassan,Sheikh,45.0,Female,United States,Austin,2020-07-14,Organic Search,Corporate Bundle,French
CUST005319,Mohammed,Watanabe,32.0,Female,MX,Puebla,2020-11-09,Paid Social,Family,English
CUST001208,Hina,Menon,53.0,Female,India,Delhi,2022-10-17,App Store,Corporate Bundle,French
CUST005963,Freddie,Jones,31.0,Female,United Kingdom,Liverpool,2021-06-03,Organic Search,Individual,Hindi
CUST005231,Tariq,Garcia,31.0,Female,Indonesia,Jakarta,2021-11-15,App Store,Family,English
